id	item_group_id	title	price	sale_price	image_link	link	availability	product_type	additional_image_link_1	additional_image_link_2	additional_image_link_3	inventory_count	product_sku	sales_count_conversions_10_days	additional_image_link_0	additional_image_link_4	sales_count_conversions_1_day	mpid	release_date	parent_sku
PT1939722-3298-17020	11676505	"Zone High-Waisted 7/8"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/PT1939722-3298/PT1939722-3298-1_998x1498.jpg	"https://www.fabletics.com/products/11676505?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/PT1939722-3298/PT1939722-3298-3_998x1498.jpg		923	PT1939722-3298	0			0	11676505	06/22/2021	PT1939722-3298
CS2355681-9124-17070	14630437	"On-The-Go PowerHold® High-Waisted Capri"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/CS2355681-9124/CS2355681-9124-1_998x1498.jpg	"https://www.fabletics.com/products/14630437?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Capris"		https://fabletics-us-cdn.justfab.com/media/images/products/CS2355681-9124/CS2355681-9124-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/CS2355681-9124/CS2355681-9124-4_998x1498.jpg	918	CS2355681-9124	71		https://fabletics-us-cdn.justfab.com/media/images/products/CS2355681-9124/CS2355681-9124-5_998x1498.jpg	9	14630437	05/31/2023	CS2355681-9124
LG2043507-4899-39010	11382343	"PureLuxe High-Waisted Maternity Legging"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG1932457-4899/LG1932457-4899-1_998x1498.jpg	"https://www.fabletics.com/products/11382343?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"				916	LG2043507-4899	4			1	11382343	02/25/2021	LG2043507-4899
PT2250816-5214-17070	13449769	"Vegan Leather High-Waisted Legging"	$89.95		https://fabletics-us-cdn.justfab.com/media/images/products/PT2250816-5214/PT2250816-5214-1_998x1498.jpg	"https://www.fabletics.com/products/13449769?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/PT2250816-5214/PT2250816-5214-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/PT2250816-5214/PT2250816-5214-4_998x1498.jpg	912	PT2250816-5214	2			0	13449769	07/29/2022	PT2250816-5214
LG2044803-0001-17010	10644340	"Trinity Motion365+ HW Utility Legging"	$89.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2044803-0001/LG2044803-0001-1_998x1498.jpg	"https://www.fabletics.com/products/10644340?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2044803-0001/LG2044803-0001-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2044803-0001/LG2044803-0001-4_998x1498.jpg	886	LG2044803-0001	2			0	10644340	09/29/2022	LG2044803-0001
PT2250816-0001-17010	12552601	"Vegan Leather High-Waisted Legging"	$89.95		https://fabletics-us-cdn.justfab.com/media/images/products/PT2250816-0001/PT2250816-0001-1_998x1498.jpg	"https://www.fabletics.com/products/12552601?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/PT2250816-0001/PT2250816-0001-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/PT2250816-0001/PT2250816-0001-4_998x1498.jpg	871	PT2250816-0001	2		https://fabletics-us-cdn.justfab.com/media/images/products/PT2250816-0001/PT2250816-0001-5_998x1498.jpg	1	12552601	07/29/2022	PT2250816-0001
LG1932432-10828-39010	14328769	"On-The-Go PowerHold® High-Waisted Legging"	$79.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG1932430-10828/LG1932430-10828-1_998x1498.jpg	"https://www.fabletics.com/products/14328769?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG1932430-10828/LG1932430-10828-3_998x1498.jpg		870	LG1932432-10828	40			5	14328769	12/01/2022	LG1932432-10828
LG1828243-3420-17020	12291772	"Define PowerHold® High-Waisted 7/8 Legging"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG1828243-3420/LG1828243-3420-1_998x1498.jpg	"https://www.fabletics.com/products/12291772?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG1828243-3420/LG1828243-3420-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG1828243-3420/LG1828243-3420-4_998x1498.jpg	856	LG1828243-3420	0			0	12291772	11/29/2021	LG1828243-3420
LG1935348-0039-17020	13704313	"Oasis PureLuxe High-Waisted 7/8 Legging"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG1935348-0039/LG1935348-0039-1_998x1498.jpg	"https://www.fabletics.com/products/13704313?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG1935348-0039/LG1935348-0039-3_998x1498.jpg		856	LG1935348-0039	4			0	13704313	01/09/2023	LG1935348-0039
LG2253597-5308-17070	13789078	"High-Waisted Colorblocked 7/8 Legging"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2253597-5308/LG2253597-5308-1_998x1498.jpg	"https://www.fabletics.com/products/13789078?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2253597-5308/LG2253597-5308-3_998x1498.jpg		816	LG2253597-5308	2			0	13789078	10/17/2022	LG2253597-5308
CS2040285-0777-17020	9811645	"High-Waisted Seamless Star Capri"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/CS2040285-0777/CS2040285-0777-1_998x1498.jpg	"https://www.fabletics.com/products/9811645?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Capris"		https://fabletics-us-cdn.justfab.com/media/images/products/CS2040285-0777/CS2040285-0777-3_998x1498.jpg		808	CS2040285-0777	2			0	9811645	01/01/2017	CS2040285-0777
LG2042145-0001-39020	9909991	"High-Waisted Seamless Rib Legging"	$55.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2042139-0001/LG2042139-0001-1_998x1498.jpg	"https://www.fabletics.com/products/9909991?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2042139-0001/LG2042139-0001-3_998x1498.jpg		804	LG2042145-0001	0			0	9909991	07/29/2021	LG2042145-0001
LG2150451-1840-17070	12418894	"PureLuxe Ultra HW Iridescent 7/8 Legging"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2150451-1840/LG2150451-1840-1_998x1498.jpg	"https://www.fabletics.com/products/12418894?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2150451-1840/LG2150451-1840-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2150451-1840/LG2150451-1840-4_998x1498.jpg	801	LG2150451-1840	1			1	12418894	03/31/2022	LG2150451-1840
LG1828243-4675-17020	13392238	"Define PowerHold® High-Waisted 7/8 Legging"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG1828243-4675/LG1828243-4675-1_998x1498.jpg	"https://www.fabletics.com/products/13392238?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG1828243-4675/LG1828243-4675-3_998x1498.jpg		800	LG1828243-4675	0			0	13392238	06/30/2022	LG1828243-4675
LG2040322-1404-17070	12905416	"Oasis PureLuxe High-Waisted 7/8 Legging"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2040322-1404/LG2040322-1404-1_998x1498.jpg	"https://www.fabletics.com/products/12905416?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2040322-1404/LG2040322-1404-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2040322-1404/LG2040322-1404-4_998x1498.jpg	795	LG2040322-1404	0			0	12905416	02/28/2022	LG2040322-1404
PT1939722-9857-17020	11333578	"Zone High-Waisted 7/8"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/PT1939722-9857/PT1939722-9857-1_998x1498.jpg	"https://www.fabletics.com/products/11333578?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/PT1939722-9857/PT1939722-9857-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/PT1939722-9857/PT1939722-9857-4_998x1498.jpg	775	PT1939722-9857	0			0	11333578	09/01/2021	PT1939722-9857
LG2040281-9886-39020	11326831	"High-Waisted Seamless Check Legging"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2040279-9886/LG2040279-9886-1_998x1498.jpg	"https://www.fabletics.com/products/11326831?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2040279-9886/LG2040279-9886-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2040279-9886/LG2040279-9886-4_998x1498.jpg	767	LG2040281-9886	0			0	11326831	02/26/2021	LG2040281-9886
LG2148463-6868-17070	14555797	"Oasis PureLuxe High-Waisted Shine 7/8 Legging"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2148463-6868/LG2148463-6868-1_998x1498.jpg	"https://www.fabletics.com/products/14555797?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2148463-6868/LG2148463-6868-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2148463-6868/LG2148463-6868-4_998x1498.jpg	756	LG2148463-6868	57		https://fabletics-us-cdn.justfab.com/media/images/products/LG2148463-6868/LG2148463-6868-5_998x1498.jpg	11	14555797	04/27/2023	LG2148463-6868
LG1939076-5360-17020	14075602	"Oasis PureLuxe High-Waisted 7/8 Legging"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG1939076-5360/LG1939076-5360-1_998x1498.jpg	"https://www.fabletics.com/products/14075602?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG1939076-5360/LG1939076-5360-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG1939076-5360/LG1939076-5360-4_998x1498.jpg	743	LG1939076-5360	7		https://fabletics-us-cdn.justfab.com/media/images/products/LG1939076-5360/LG1939076-5360-5_998x1498.jpg	0	14075602	01/09/2023	LG1939076-5360
LG2354450-6565-17040	14630239	"Anywhere Motion365+ High-Waisted Legging"	$84.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2354450-6565/LG2354450-6565-1_998x1498.jpg	"https://www.fabletics.com/products/14630239?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2354450-6565/LG2354450-6565-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2354450-6565/LG2354450-6565-4_998x1498.jpg	721	LG2354450-6565	59		https://fabletics-us-cdn.justfab.com/media/images/products/LG2354450-6565/LG2354450-6565-5_998x1498.jpg	3	14630239	05/31/2023	LG2354450-6565
LG2040382-2992-17070	12905668	"Define PowerHold® High-Waisted 7/8 Legging"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2040382-2992/LG2040382-2992-1_998x1498.jpg	"https://www.fabletics.com/products/12905668?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2040382-2992/LG2040382-2992-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2040382-2992/LG2040382-2992-4_998x1498.jpg	720	LG2040382-2992	3		https://fabletics-us-cdn.justfab.com/media/images/products/LG2040382-2992/LG2040382-2992-5_998x1498.jpg	0	12905668	02/28/2022	LG2040382-2992
LG2146571-5169-17020	11850730	"SculptKnit® High-Waisted Legging"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2146571-5169/LG2146571-5169-1_998x1498.jpg	"https://www.fabletics.com/products/11850730?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2146571-5169/LG2146571-5169-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2146571-5169/LG2146571-5169-4_998x1498.jpg	716	LG2146571-5169	3		https://fabletics-us-cdn.justfab.com/media/images/products/LG2146571-5169/LG2146571-5169-5_998x1498.jpg	0	11850730	07/30/2021	LG2146571-5169
LG2045681-3341-17020	11751808	"Trinity Motion365® HW Utility Legging"	$79.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2045681-3341/LG2045681-3341-1_998x1498.jpg	"https://www.fabletics.com/products/11751808?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2045681-3341/LG2045681-3341-3_998x1498.jpg		713	LG2045681-3341	0			0	11751808	06/30/2021	LG2045681-3341
LG1828243-5553-17070	13963333	"Define PowerHold® High-Waisted 7/8 Legging"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG1828243-5553/LG1828243-5553-1_998x1498.jpg	"https://www.fabletics.com/products/13963333?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG1828243-5553/LG1828243-5553-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG1828243-5553/LG1828243-5553-4_998x1498.jpg	713	LG1828243-5553	9		https://fabletics-us-cdn.justfab.com/media/images/products/LG1828243-5553/LG1828243-5553-5_998x1498.jpg	3	13963333	04/27/2023	LG1828243-5553
LG2045880-2482-17030	12018253	"On-The-Go PowerHold® High-Waisted Legging"	$84.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2045880-2482/LG2045880-2482-1_998x1498.jpg	"https://www.fabletics.com/products/12018253?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2045880-2482/LG2045880-2482-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2045880-2482/LG2045880-2482-4_998x1498.jpg	703	LG2045880-2482	317			26	12018253	01/09/2023	LG2045880-2482
LG2254064-5355-17050	13866994	"Crushed Velour Crossover Legging"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2254064-5355/LG2254064-5355-1_998x1498.jpg	"https://www.fabletics.com/products/13866994?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2254064-5355/LG2254064-5355-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2254064-5355/LG2254064-5355-4_998x1498.jpg	696	LG2254064-5355	3		https://fabletics-us-cdn.justfab.com/media/images/products/LG2254064-5355/LG2254064-5355-5_998x1498.jpg	1	13866994	10/16/2022	LG2254064-5355
